,Destination,Destination_Code,Origin,Origin_Code,1990,1995,2000,2005,2010,2015,2020,1990.1,1995.1,2000.1,2005.1,2010.1,2015.1,2020.1,1990.2,1995.2,2000.2,2005.2,2010.2,2015.2,2020.2
148,Estonia,233,SubSaharanAfrica,947,0,0,0,0,89,246,929,0,0,0,0,63,191,696,0,0,0,0,26,55,233
149,FaroeIslands,234,SubSaharanAfrica,947,4,5,4,18,62,89,106,4,3,3,8,33,48,59,0,2,1,10,29,41,47
150,Finland,246,SubSaharanAfrica,947,999,3535,6052,12265,15985,23085,30641,640,2166,3687,7269,9431,13210,17557,359,1369,2365,4996,6554,9875,13084
151,Iceland,352,SubSaharanAfrica,947,181,263,326,450,558,706,1075,77,122,161,205,251,327,525,104,141,165,245,307,379,550
152,Ireland,372,SubSaharanAfrica,947,2757,10606,24294,36860,43362,44293,50699,1359,5041,11951,18603,19883,20012,23080,1398,5565,12343,18257,23479,24281,27619
153,IsleofMan,833,SubSaharanAfrica,947,303,345,387,485,577,807,821,145,164,184,220,252,398,405,158,181,203,265,325,409,416
154,Latvia,428,SubSaharanAfrica,947,24,26,38,40,53,65,85,17,19,31,36,45,53,68,7,7,7,4,8,12,17
155,Lithuania,440,SubSaharanAfrica,947,5,5,3,16,28,87,145,5,5,3,16,28,60,98,0,0,0,0,0,27,47
156,Norway,578,SubSaharanAfrica,947,7899,11561,17041,28828,44383,70883,85280,5160,6914,9506,15457,23243,37760,45288,2739,4647,7535,13371,21140,33123,39992
157,Sweden,752,SubSaharanAfrica,947,33820,40139,43068,53652,83282,136401,186769,18206,21461,22885,28169,42908,69837,97194,15614,18678,20183,25483,40374,66564,89575
158,UnitedKingdom,826,SubSaharanAfrica,947,430541,568836,716749,907259,1152769,1264292,1434404,217272,281009,348731,434803,557112,585435,670925,213269,287827,368018,472456,595657,678857,763479
159,SouthernEurope,925,SubSaharanAfrica,947,433960,506809,611719,802384,933344,971534,1213104,226420,261771,315610,445203,544777,545653,717809,207540,245038,296109,357181,388567,425881,495295
