Source:|EM-DAT, CRED / UCLouvain, Brussels, Belgium||||||||||||||||||||||||||||||||||||||||||||||||
|www.emdat.be||||||||||||||||||||||||||||||||||||||||||||||||
Version:|2023-02-11||||||||||||||||||||||||||||||||||||||||||||||||
File creation:|Sat, 11 Feb 2023 21:46:18 CET||||||||||||||||||||||||||||||||||||||||||||||||
Table type:|Custom request||||||||||||||||||||||||||||||||||||||||||||||||
# of records:|2361||||||||||||||||||||||||||||||||||||||||||||||||
Dis No|Year|Seq|Glide|Disaster Group|Disaster Subgroup|Disaster Type|Disaster Subtype|Disaster Subsubtype|Event Name|Country|ISO|Region|Continent|Location|Origin|Associated Dis|Associated Dis2|OFDA Response|Appeal|Declaration|'AID Contribution (''000 US$)'|Dis Mag Value|Dis Mag Scale|Latitude|Longitude|Local Time|River Basin|Start Year|Start Month|Start Day|End Year|End Month|End Day|Total Deaths|No Injured|No Affected|No Homeless|Total Affected|'Reconstruction Costs (''000 US$)'|'Reconstruction Costs, Adjusted (''000 US$)'|'Insured Damages (''000 US$)'|'Insured Damages, Adjusted (''000 US$)'|'Total Damages (''000 US$)'|'Total Damages, Adjusted (''000 US$)'|CPI|Adm Level|Admin1 Code|Admin2 Code|Geo Locations
2000-9788-BGR|2000|9788||Natural|Climatological|Drought|Drought|||Bulgaria|BGR|Eastern Europe|Europe|Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca|||||||||Km2|||||2000|3||2001||||||||||||||58,8406484917497|1|702;703;704;705;706;707;708;709;710;711;712;713;714;715;716;717;718;719;720;721;722;723;724;725;726;727;728;729||Blagoevgrad, Burgas, Dobrich, Gabrovo, Haskovo, Jambol, Kardzhali, Kustendil, Lovech, Montana, Pazardzhik, Pernik, Pleven, Plovdiv, Razgrad, Ruse, Shumen, Silistra, Sliven, Smoljan, Sofia, Sofia-city, Stara Zagora, Targovishte, Varna, Veliko Tarnovo, Vidin, Vratca (Adm1). 
2000-0673-BIH|2000|0673||Natural|Biological|Epidemic|Viral disease||Acute hepatitis A|Bosnia and Herzegovina|BIH|Southern Europe|Europe|Tensaj|||||||||Vaccinated|||||2000|8|29|2000|8|29|||400||400|||||||58,8406484917497||||
2000-0244-BIH|2000|0244||Technological|Technological|Transport accident|Road|||Bosnia and Herzegovina|BIH|Southern Europe|Europe|Near Kakanj||||||||||||||2000|5|13|2000|5|13|44|11|||11|||||||58,8406484917497||||
2000-0072-BIH|2000|0072||Natural|Hydrological|Landslide||||Bosnia and Herzegovina|BIH|Southern Europe|Europe|Velika Broda (Zenicko-dobojski district, Federacija Bosne I Hercegovine)||||||||||||||2000|2|10|2000|2|10|6|3|400||403|||||||58,8406484917497|2||6250|Zenicko-dobojski (Adm2). 
2000-0269-BLR|2000|0269||Natural|Meteorological|Extreme temperature |Cold wave|||Belarus|BLR|Eastern Europe|Europe|Brest, Gomel, Grodno, Minsk, Minsk City, Mogilev, Vitebsk provinces|||||||||°C|||||2000|5||2000|5|||||||||||30300|51495|58,8406484917497|1|593;594;595;596;597;598;599||Brest, Gomel, Grodno, Minsk, Minsk City, Mogilev, Vitebsk (Adm1). 
2000-0032-CHE|2000|0032||Technological|Technological|Transport accident|Air||Crossair Saab-340|Switzerland|CHE|Western Europe|Europe|Niederhasli (Zurich)||||||||||||||2000|1|10|2000|1|10|10|||||||||||58,8406484917497||||
2000-0672-CHE|2000|0672||Natural|Hydrological|Landslide||||Switzerland|CHE|Western Europe|Europe|Gondo town (Valais Province)||||||||||||||2000|10|13|2000|10|13|16||1500||1500|||165000|280418|330000|560837|58,8406484917497|1|2829||Valais (Adm1). 
1998-0601-DEU|1998|0601||Natural|Meteorological|Storm|||Xylia|Germany|DEU|Western Europe|Europe|Main, Tauber, Moselle, Baden-Baden||Flood|||No|No|||Kph|||||1998|10|27|1998|11|2|3|15|||15|||90000|161580|150000|269300|55,6998628053472||||
1998-0436-ESP|1998|0436||Natural|Meteorological|Storm|Extra-tropical storm||Cilly, Desiree, Fanny|Spain|ESP|Southern Europe|Europe||||||No|No|||Kph|||||1998|1|1|1998|1|6||||||||||1000|1795|55,6998628053472||||
1998-0564-ESP|1998|0564||Technological|Technological|Transport accident|Road|||Spain|ESP|Southern Europe|Europe|Near Villafranqueza (Alicante province)||||||||||||||1998|4|26|1998|4|26|10|37|||37|||||||55,6998628053472||||
1998-0481-ESP|1998|0481||Technological|Technological|Transport accident|Water|||Spain|ESP|Southern Europe|Europe|Gerone, Lago De Banolas||||||||||||||1998|8|10|1998|8|10|20|38|||38|||||||55,6998628053472||||
1998-0436-FRA|1998|0436||Natural|Meteorological|Storm|Extra-tropical storm||Cilly, Desiree, Fanny|France|FRA|Western Europe|Europe|Bretagne, Ouest de la France|||||No|No||150|Kph|||||1998|1|1|1998|1|6|6||690||690|||130000|233394|150000|269300|55,6998628053472||||
1998-0441-GBR|1998|0441||Natural|Hydrological|Flood|Riverine flood|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Norhtampton, Worcestershire, Warwickshire, Avon|||||No|No|||Km2||||Avon|1998|4|9|1998|4|10|5||300||300|||249500|447936|500000|897668|55,6998628053472||||
1998-0451-GBR|1998|0451||Natural|Meteorological|Storm||||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Wales||||||||130|Kph|||||1998|10|24|1998|10|24|12|||||||166400|298744|665400|1194617|55,6998628053472||||
1998-0497-ITA|1998|0497||Technological|Technological|Transport accident|Road|||Italy|ITA|Southern Europe|Europe|Frosinone||||||||||||||1998|2|16|1998|2|16|4|120|||120|||||||55,6998628053472||||
1998-0493-ITA|1998|0493||Technological|Technological|Miscellaneous accident|Other||Telephérique|Italy|ITA|Southern Europe|Europe|Cavalese, Trentin||||||||||||||1998|2|3|1998|2|3|20|||||||||||55,6998628053472||||
1998-0432-LTU|1998|0432||Technological|Technological|Transport accident|Road|||Lithuania|LTU|Northern Europe|Europe|Venta River||||||||||||||1998|12|23|1998|12|23|10|||||||||||55,6998628053472||||
1998-0436-NLD|1998|0436||Natural|Meteorological|Storm|Extra-tropical storm||Cilly, Desiree, Fanny|Netherlands (the)|NLD|Western Europe|Europe||||||No|No|||Kph|||||1998|1|1|1998|1|6||||||||||100|180|55,6998628053472||||
1999-0450-FRA|1999|0450||Natural|Hydrological|Flood|Flash flood|||France|FRA|Western Europe|Europe|Aude, Tarn, Herault, Pyrenees-Orientales|Brief torrential rain|Slide (land, mud, snow, rock)|||No|No|||Km2|||||1999|11|12|1999|11|15|36|5|3000||3005|||382000|671134|500000|878448|56,9185870408555||||
1999-0571-FRA|1999|0571||Natural|Meteorological|Storm|Extra-tropical storm||Lothar|France|FRA|Western Europe|Europe|South-Western, Western ||Slide (land, mud, snow, rock)|||No|No||200|Kph|||||1999|12|26|1999|12|28|88|11|3400000||3400011|||4450000|7818184|8000000|14055163|56,9185870408555||||
1999-0203-HUN|1999|0203||Natural|Hydrological|Flood|Riverine flood|||Hungary|HUN|Eastern Europe|Europe|Heves conty (Nord-Eastern)|Rain storms|Slide (land, mud, snow, rock)||Yes|No|No||2370|Km2|||||1999|7|9|1999|7|16|8||41441|1354|42795|||11000|19326|128400|225585|56,9185870408555||||
1999-0588-FRA|1999|0588||Technological|Technological|Industrial accident|Chemical spill||Petrol|France|FRA|Western Europe|Europe|'Near Penmarc''h (North-West)'||Oil spill|||No|No|||m3|||||1999|12|12|1999|12|12||||||||||||56,9185870408555||||
1999-0182-DEU|1999|0182||Natural|Hydrological|Flood|Riverine flood|||Germany|DEU|Western Europe|Europe|Bavaria|||||No|Yes||121|Km2|||||1999|5|11|1999|6|30|7||100000||100000|||75000|131767|430000|755465|56,9185870408555||||
1999-0050-DEU|1999|0050||Natural|Hydrological|Landslide|Avalanche|||Germany|DEU|Western Europe|Europe||||||No|No||||||||1999|1|9|1999|2|26|5|||||||||6230|10945|56,9185870408555||||
1999-0571-DEU|1999|0571||Natural|Meteorological|Storm|Extra-tropical storm||Lothar|Germany|DEU|Western Europe|Europe||||||No|No||180|Kph|||||1999|12|24|1999|12|27|15|||||||650000|1141982|1600000|2811033|56,9185870408555||||
1999-0590-DEU|1999|0590||Natural|Meteorological|Storm|Extra-tropical storm||Anatol|Germany|DEU|Western Europe|Europe||||||No|No|||Kph|||||1999|12|4|1999|12|5|3|||||||100000|175690|150000|263534|56,9185870408555||||
1999-0590-DNK|1999|0590||Natural|Meteorological|Storm|Extra-tropical storm||Anatol|Denmark|DNK|Northern Europe|Europe||||||No|No||177|Kph|||||1999|12|3|1999|12|5|7|||||||2100000|3689480|2604939|4576605|56,9185870408555||||
1999-0638-ESP|1999|0638||Natural|Geophysical|Earthquake|Ground movement|||Spain|ESP|Southern Europe|Europe|Mula, Puebla de Mula||||||||6|Richter|38.193|-1.566|13:45||1999|2|2|1999|2|2||20|||20|||||44004|77310|56,9185870408555||||
1999-0611-ESP|1999|0611||Natural|Meteorological|Storm|Extra-tropical storm||Martin|Spain|ESP|Southern Europe|Europe||||||No|No|||Kph|||||1999|12|27|1999|12|28|6|||||||24000|42165|100000|175690|56,9185870408555||||
1999-0416-ESP|1999|0416||Technological|Technological|Transport accident|Road|||Spain|ESP|Southern Europe|Europe| La Muela (Province De Saragosse)|||||No|No||||||||1999|9|19|1999|9|19|29|24|||24|||||||56,9185870408555||||
1999-9149-ESP|1999|9149||Natural|Climatological|Drought|Drought|||Spain|ESP|Southern Europe|Europe|Andalousie, Estrémadure, Castille (centre), Levant (Murcie, Valence, Catalogne, Aragon|||||No|No|||Km2|||||1999|4||1999||||||||||||3200000|5622065|56,9185870408555||||
1999-0052-FRA|1999|0052||Natural|Hydrological|Landslide|Avalanche|||France|FRA|Western Europe|Europe|Hameaux de Montroc et Du Tour|||||No|No||||||||1999|2|9|1999|2|9|11||200|60|260|||||10790|18957|56,9185870408555||||
1999-0611-FRA|1999|0611||Natural|Meteorological|Storm|Extra-tropical storm||Martin|France|FRA|Western Europe|Europe||||||No|No|||Kph|||||1999|12|27|1999|12|28|8|||||2450000|4304394|||4000000|7027581|56,9185870408555||||
1999-0642-FRA|1999|0642||Natural|Climatological|Wildfire|Forest fire|||France|FRA|Western Europe|Europe|Alpilles||||||||24|Km2|||||1999|7|22|1999|7|22||||6|6|||||||56,9185870408555||||
1999-0114-FRA|1999|0114||Technological|Technological|Transport accident|Road|||France|FRA|Western Europe|Europe|Tunnel du Mont-Blanc|||||No|No||||||||1999|3|24|1999|3|24|40|34|||34|||||||56,9185870408555||||
1999-0543-FRA|1999|0543||Technological|Technological|Miscellaneous accident|Collapse|||France|FRA|Western Europe|Europe|Dijon||||||||||||||1999|12|4|1999|12|4|11|3|||3|||||||56,9185870408555||||
1999-0238-FRA|1999|0238||Technological|Technological|Miscellaneous accident|Other|||France|FRA|Western Europe|Europe|Saint-Etienne-en-Devoluy||||||||||||||1999|7|1|1999|7|1|21|||||||||||56,9185870408555||||
1999-0021-FRA|1999|0021||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|Hyeres||||||||7|Km2|||||1999|1|18|1999|1|18|||900|200|1100|||||||56,9185870408555||||
1999-0202-FRA|1999|0202||Natural|Meteorological|Storm||||France|FRA|Western Europe|Europe|Paris|||||||||Kph|||||1999|5|30|1999|5|30|3|20|100000||100020|||||||56,9185870408555||||
1999-0643-FRA|1999|0643||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|Doubs|||||||||Km2|||||1999|2||1999|2|||||||||||||56,9185870408555||||
1999-0091-GBR|1999|0091||Natural|Hydrological|Flood|Riverine flood|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Malton,Old Malton, Norton, Pickering, Stamford Bridge, Elvington towns (North and East Yorkshire)|Heavy rain and snow melt||||No|No|||Km2||||River Derwent|1999|3|7|1999|3|13|||330||330|||||32680|57415|56,9185870408555||||
1999-0571-GBR|1999|0571||Natural|Meteorological|Storm|Extra-tropical storm||Lothar|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1999|12|25|1999|12|27|8||200||200|||||100000|175690|56,9185870408555||||
1999-0590-GBR|1999|0590||Natural|Meteorological|Storm|Extra-tropical storm||Anatol|United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe||||||No|No|||Kph|||||1999|12|4|1999|12|5|3|||||||||1000|1757|56,9185870408555||||
1999-0375-GBR|1999|0375||Technological|Technological|Transport accident|Rail|||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|London||||||||||||||1999|10|5|1999|10|5|31|245|||245|||||||56,9185870408555||||
1999-0302-GRC|1999|0302||Natural|Geophysical|Earthquake|Ground movement|||Greece|GRC|Southern Europe|Europe|Athens Suburbs: Menidi, Ano Liosia, Thracomacedones, Philadelfia, Zefiri, Metamorphosi, Petroupoli, N. Ionia, Moschato, Fili, Kamatero, Ilion, Elefsina, N. Halkidona, Peristeri, Ag Anargiri, Haidari and Galatsi||||Yes|||1143|6|Richter|38.119|23.605|14:56||1999|9|7|1999|9|7|143|2000|113031|108|115139|||||4200000|7378960|56,9185870408555||||
1999-0429-GRC|1999|0429||Technological|Technological|Miscellaneous accident|Fire||Ferry|Greece|GRC|Southern Europe|Europe|Patras||||||||||||||1999|11|1|1999|11|1|14|||||||||||56,9185870408555||||
1999-0056-HUN|1999|0056||Natural|Meteorological|Storm|Convective storm|Winter storm/Blizzard||Hungary|HUN|Eastern Europe|Europe|||||||||100|Kph|||||1999|2||1999|2||40|||||||||||56,9185870408555||||
1999-0064-HUN|1999|0064||Natural|Hydrological|Flood|Riverine flood|||Hungary|HUN|Eastern Europe|Europe|North-Eastern, South-Eastern|Heavy rain||||No|No||6000|Km2|||||1999|2|21|1999|3|18|||90000|700|90700|||||165000|289888|56,9185870408555||||
1999-0571-IRL|1999|0571||Natural|Meteorological|Storm|Extra-tropical storm||Lothar|Ireland|IRL|Northern Europe|Europe||||||No|No|||Kph|||||1999|12|25|1999|12|27|8|||||||||100000|175690|56,9185870408555||||
1999-0102-IRL|1999|0102||Technological|Technological|Industrial accident|Fire|||Ireland|IRL|Northern Europe|Europe|Belmullet|||||||||m3|||||1999|4|5|1999|4|5|||700||700|||||||56,9185870408555||||
1999-0052-ITA|1999|0052||Natural|Hydrological|Landslide|Avalanche|||Italy|ITA|Southern Europe|Europe||||||No|No||||||||1999|1|9|1999|2|28|1|||||||||5510|9680|56,9185870408555||||
1999-0640-ITA|1999|0640||Natural|Climatological|Wildfire|Forest fire|||Italy|ITA|Southern Europe|Europe|Sardaigne, Calabre, Ligurie||||||||324|Km2|||||1999|7||1999|7|||||||||||||56,9185870408555||||
1999-0444-ITA|1999|0444||Technological|Technological|Miscellaneous accident|Collapse||Immeuble|Italy|ITA|Southern Europe|Europe|Foggia||||||||||||||1999|11|11|1999|11|11|62|10|||10|||||||56,9185870408555||||
1999-0590-LTU|1999|0590||Natural|Meteorological|Storm|Extra-tropical storm||Anatol|Lithuania|LTU|Northern Europe|Europe||||||No|No|||Kph|||||1999|12|4|1999|12|5|2|||||||||500|878|56,9185870408555||||
1999-0702-LTU|1999|0702||Natural|Meteorological|Extreme temperature |Heat wave|||Lithuania|LTU|Northern Europe|Europe||||||||||°C|||||1999|6|14|1999|6|14|32|||||||||||56,9185870408555||||
1999-0590-LVA|1999|0590||Natural|Meteorological|Storm|Extra-tropical storm||Anatol|Latvia|LVA|Northern Europe|Europe||||||No|No|||Kph|||||1999|12|4|1999|12|5|6|||||||||500|878|56,9185870408555||||
1999-0492-MDA|1999|0492||Natural|Biological|Epidemic|Bacterial disease|||Moldova (the Republic of)|MDA|Eastern Europe|Europe|Kishnev District|||||||||Vaccinated|||||1999|8||1999|8||||1647||1647|||||||56,9185870408555||||
1999-0194-MDA|1999|0194||Natural|Hydrological|Flood||||Moldova (the Republic of)|MDA|Eastern Europe|Europe|Unghni, Nisporeni, Calarashi||||||||29|Km2|||||1999|3|15|1999|3|15|||960|753|1713|||||4000|7028|56,9185870408555||||
1999-0494-NLD|1999|0494||Natural|Biological|Epidemic|Parasitic disease||Legionellosis|Netherlands (the)|NLD|Western Europe|Europe|Bokenkarspel|flower show in the north||||No|No|||Vaccinated|||||1999|2|12|1999|3|18|13||200||200|||||||56,9185870408555||||
1999-0540-NOR|1999|0540||Technological|Technological|Transport accident|Water||Catamaran ferry Sleipner|Norway|NOR|Northern Europe|Europe|Bomlafjord (Haugesund)|||||No|No||||||||1999|11|26|1999|11|26|16|||||||||||56,9185870408555||||
2000-0714-GBR|2000|0714||Natural|Meteorological|Storm|Convective storm|Severe storm||United Kingdom of Great Britain and Northern Ireland (the)|GBR|Northern Europe|Europe|Larkhill city (Wiltshire district), Bognor Regis village, Selsey city (West Sussex district) (England province) ; West Yorkshire, South Yorkshire, North Yorkshire, Humberside (Yorkshire), West Sussex, East Sussex (Sussex), Kent, Wiltshire, Hamphshire districts (England province)||Flood||||||150|Kph|||||2000|10|28|2000|10|29|12|4|19500||19504|||1100000|1869456|1500000|2549258|58,8406484917497|2||40107;40112;40115;40117;40123;40130;40137;40138;40139|East Sussex, Hampshire, Humberside, Kent, North Yorkshire, South Yorkshire, West Sussex, West Yorkshire, Wiltshire (Adm2). 
2000-0167-CZE|2000|0167||Natural|Hydrological|Flood|Riverine flood|||Czech Republic (the)|CZE|Eastern Europe|Europe|Stredocesky,Praha provinces (Center), Jihocesky, Severocesky, Zapadocesky provinces (West)|||||||||Km2|||||2000|3|8|2000|3|13||||||||55000|93473|80000|135960|58,8406484917497|1|1030;1032;1033;1035;1037||Jihocesky, Praha, Severocesky, Stredocesky, Zapadocesky (Adm1). 
2000-0254-DEU|2000|0254||Technological|Technological|Transport accident|Road|||Germany|DEU|Western Europe|Europe|Near Eutin||||||||||||||2000|5|17|2000|5|17|11|||||||||||58,8406484917497||||
2000-0042-DEU|2000|0042||Technological|Technological|Transport accident|Rail|||Germany|DEU|Western Europe|Europe|Bruehl||||||||||||||2000|2|6|2000|2|6|9|100|||100|||||||58,8406484917497||||
2000-0759-DEU|2000|0759||Technological|Technological|Miscellaneous accident|Explosion||'Old peole''s home'|Germany|DEU|Western Europe|Europe|Bremen||||||||||||||2000|11|20|2000|11|20|11|21|||21|||||||58,8406484917497||||
2000-0699-ESP|2000|0699||Natural|Hydrological|Flood|Flash flood|||Spain|ESP|Southern Europe|Europe|Amposta city (Tarragona district, Cataluña/Catalunya province) ; Zaragoza, Teruel districts (Aragón province), Albacete district (Castilla-La Mancha province) ; Aragón, Región de Murcia, Comunitat Valenciana, Cataluña/Catalunya provinces|Brief torrential rain|||||||26690|Km2||||Ebro, Palancia|2000|10|20|2000|10|26|8||500||500|||||75000|127463|58,8406484917497|1;2|2717;2724;2726;2731|25801|Aragón, Cataluña/Catalunya, Comunitat Valenciana, Región de Murcia (Adm1). Albacete (Adm2). 
2000-0580-ESP|2000|0580||Natural|Climatological|Wildfire|Forest fire|||Spain|ESP|Southern Europe|Europe|Galicia, Castilla y Leon, Cataluna/Catalunya provinces||||||||615|Km2|||||2000|||2000||||||||||||||58,8406484917497|1|2722;2724;2728||Castilla y León, Cataluña/Catalunya, Galicia (Adm1). 
2000-0384-ESP|2000|0384||Technological|Technological|Transport accident|Road|||Spain|ESP|Southern Europe|Europe|Golmayo (Near Soria)||||||||||||||2000|7|6|2000|7|6|27|11|||11|||||||58,8406484917497||||
2000-0886-ESP|2000|0886||Technological|Technological|Transport accident|Water|||Spain|ESP|Southern Europe|Europe|South||||||||||||||2000|5|7|2000|5|7|22|||||||||||58,8406484917497||||
2000-0039-ESP|2000|0039||Technological|Technological|Miscellaneous accident|Collapse||Furniture store (meubles peralta)|Spain|ESP|Southern Europe|Europe|Dos Hermanas (Séville)||||||||||||||2000|2|3|2000|2|3||163|||163|||||||58,8406484917497||||
2000-0901-ESP|2000|0901||Technological|Technological|Miscellaneous accident|Other|||Spain|ESP|Southern Europe|Europe|Catalonia|||||No|No||||||||2000|9|18|2000|9|18||158|||158|||||||58,8406484917497||||
2000-0359-ESP|2000|0359||Natural|Hydrological|Flood||||Spain|ESP|Southern Europe|Europe|Aragón, Cataluña/Catalunya, Comunidad Foral de Navarra provinces|||||||||Km2|||||2000|6|10|2000|6|10|16||500||500|||||||58,8406484917497|1|2717;2724;2732||Aragón, Cataluña/Catalunya, Comunidad Foral de Navarra (Adm1). 
2000-0814-ESP|2000|0814||Natural|Meteorological|Storm||||Spain|ESP|Southern Europe|Europe|Cantabria, Galicia, Principado de Asturias, Castilla y León provinces||||||||150|Kph|||||2000|12|5|2000|12|5|7|2|||2|||||||58,8406484917497|1|2718;2721;2722;2728||Cantabria, Castilla y León, Galicia, Principado de Asturias (Adm1). 
2000-0837-ESP|2000|0837||Natural|Meteorological|Storm||||Spain|ESP|Southern Europe|Europe|Port Ainé village (Lleida district, Cataluña/Catalunya province), Panticosa (Huesca district, Aragón province) ; Girona district (Cataluña/Catalunya province) ; Cataluña/Catalunya, Comunitat Valenciana province||||||||112|Kph|||||2000|12|29|2000|12|29|7|||||||||||58,8406484917497|1;2|2724;2726|25784|Cataluña/Catalunya, Comunitat Valenciana (Adm1). Huesca (Adm2). 
2000-0636-FRA|2000|0636||Natural|Meteorological|Storm|Convective storm|Tornado||France|FRA|Western Europe|Europe|'Montpellier city (Herault district, Languedoc-Rousillon province), Marseille city (Bouches-du-Rhone district, Provence-Alpes-Cote-d''Azur province)'||||||||100|Kph|||||2000|9|19|2000|9|19|6|7||200|207|||||||58,8406484917497|2||16287;16322|Bouches-du-Rhone, Herault (Adm2). 
2000-0452-FRA|2000|0452||Technological|Technological|Transport accident|Air||Concorde|France|FRA|Western Europe|Europe|Gonesse (Paris)||||||||||||||2000|7|25|2000|7|25|114|12|||12|||||||58,8406484917497||||
2000-0356-FRA|2000|0356||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|Haute-Garonne, Tar-et-Garonne (Midi-Pyrenee)||||||||30|Km2|||||2000|6|10|2000|6|10|1||200||200|||||||58,8406484917497|2||16301;16305|Haute-Garonne, Tarn-et-Garonne (Adm2). 
2000-0357-FRA|2000|0357||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|Dieppe municipality (Seine-Maritime district, Haute-Normandie province)|||||||||Km2|||||2000|5||2000|5||2|10|||10|||||||58,8406484917497|2||16277|Seine-Maritime (Adm2). 
2000-0775-FRA|2000|0775||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|Epaux-Bézu, Coincy villages (Aisne district, Picardie province)|||||||||Km2|||||2000|7|10|2000|7|10|1||600||600|||||||58,8406484917497|2||16321|Alpes-maritimes (Adm2). 
2000-0792-FRA|2000|0792||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|Yvelines district (Ile-de-France province)|||||||||Km2|||||2000|12|2|2000|12|2|||600||600|||||||58,8406484917497|2||16285|Yvelines (Adm2). 
2000-0812-FRA|2000|0812||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|Finistère, Morbihan districts (Bretagne province)|||||||||Km2|||||2000|12|13|2000|12|13|||600||600|||||||58,8406484917497|2||16257;16259|Finistere, Morbihan (Adm2). 
2000-0870-FRA|2000|0870||Natural|Hydrological|Flood||||France|FRA|Western Europe|Europe|'Alpes-maritimes district (Provence-Alpes-Cote-d''Azure province)'|||||||||Km2|||||2000|11||2000|11||1|2|300||302|||||||58,8406484917497|2||16321|Alpes-maritimes (Adm2). 
